jpeg002-Figure3-1.png,a simplified depiction of the recurrent model used at each time step the network outputs an estimate of the object count and an x y coordinate pair specifying the next glimpse location which is used along with the input image to produce the series of focus windows described elsewhere in this paper
jpeg002-Figure1-1.png,a representation of the input to the recurrent network here three windows of decreasing size and increasing resolution are shown
jpeg002-Figure2-1.png,the original image from which the above windows were obtained
jpeg002-Figure4-1.png,comparison of performance of the feedforward network and attention model controlling for training time
jpeg002-Figure5-1.png,demonstration of the efficacy of the glimpse location decision mechanism lower count images after only a few glimpses while higher count images could not indicating that glimpses were indeed targeted at the relevant areas of the image i e the locations of the objects after sufficient training
jpeg002-Figure6-1.png,repeated version of the previous experiment but with the model s field of view restricted entirely to the focus window the effect observed in the original version was not replicated here indicated that the low resolution peripheral image data was indeed enabling proper functioning of the attention mechanism
jpeg003-Figure1-1.png,chinese checkers rules downloaded from website
jpeg003-Figure2-1.png,board representation
jpeg003-TableI-1.png,time used and number of nodes visited in computing the minimax value
jpeg003-Figure4-1.png,effects of weights
jpeg003-Figure5-1.png,effects of search depth
jpeg003-Figure6-1.png,effects of modified strategy
jpeg006-Figure1-1.png,move vs turnleft 2d cross section for k 3
jpeg006-Figure3-1.png,k means clustering for k 3
jpeg006-Figure2-1.png,coordinate clustering for k 3
jpeg006-Figure5-1.png,softmax regression with logistic and clustering for training data
jpeg006-Figure4-1.png,logistic function regression
jpeg008-Figure1-1.png,this graph shows the accuracy of model on the withheld testing data for a variety of choices for the number of topics size of latent feature vectors k given the irrelevance of many of the articles recommmended by the journal selecting k 100 optimized the recall of relevant articles with respect to the precision of the overall model and was high enough to ensure user provided recommendations were maintained with high confidence
jpeg008-Figure2-1.png,this graph shows the model accuracy on the training data with respect to the number of topics size of feature vectors k when conducting the hyperparameter search note that for the purposes of low computation costs parameters were treated as independent when conducting this search and were sequentially optimized although a grid search would have likely been more optimal
jpeg008-Figure4-1.png,this graph shows the proportion of documents that received predicted rating rij in the intervals depicted on the x axis for k 25 including new predictions of articles not originally predicted by the comparative psychology journal model with the yellow bars given the sparseness of the training matrix and also the high confidence in predicting original user recommendations there are a large number of new articles predicted especially as the confidence decreases
jpeg008-Figure5-1.png,this table shows the rankings of the provided article recommendations where as illustrated irrelevant articles received lower rankings than more relevant articles
jpeg008-Figure3-1.png,this graph shows the proportion of documents that received predicted rating rij in the intervals depicted on the x axis for k 25 where a higher rating corresponds to a prediction that user i is more likely to like document j the blue bars represent training data and the green bars represent withheld user information as the data suggest the provided recommendations received high scores as they should given that a user has expressed interest already and many of the withheld documents around 50 occurred as a top 20 prediction for the article
jpeg008-Figure6-1.png,this table shows the rankings of the withheld articles with np indicating that the withheld article in question was not predicted as a similar article of interest by our ctr algorithm note that all of these withheld articles with the possible exception of 1 that were not recommended were classified as or irrelevant to the user
jpeg008-Figure7-1.png,this table shows the rankings of the new recommendations within the top 20 provided by our recommendation platform that were not present in the list of similar items generated by the ijcp content based recommendation
jpeg009-Figure4-1.png,energy predicted by regression tree versus true energy for a sample of test pulses using 2 template method 13 error 4a predicted energy using 15 templates generated with k means clustering 0 1 error
jpeg009-Figure5-1.png,wfs with noise and the energy prediction for these wfs observed 17 error on 10k wf test set in measurement of energy for collection signals in addition many of the induction signals were assigned large energies
jpeg009-Figure1-1.png,templates of induction and collection signals used in the optimal filter in the time domain signals represent pure collection and induction pulses
jpeg009-Figure3-1.png,templates generated using k means clustering with 10 clusters appears to find both collection like and induction like signals
jpeg009-Figure2-1.png,projection of waveforms into collection and induction space using the 2 templates generated with a charge deposit in the detector center
jpeg010-Figure2-1.png,test accuracy with various learning algorithms
jpeg010-Figure4-1.png,tokens with positive or negative weight from naive bayes predictor in unstemmed form for readability
jpeg010-Figure5-1.png,mdp returns vs random guesser for tesla jan 01 2015 to dec 31 2015
jpeg010-Figure3-1.png,tabulated test accuracies from incrementally optimised algorithms
jpeg010-Figure1-1.png,webscraping pipeline
jpeg011-Figure1-1.png,a schematic of the checkerboard discrimination task design b location of pmd on a macaque brain 101 units were recorded from this region
jpeg011-Figure2-1.png,a firing rates from 10 example units during a left and right reach data is aligned to movement onset blue line b average firing rate across all neurons during the reach t 0 refers to movement onset dotted lines refer to right reaches c pca performed on the neural activity black circles correspond to 300 ms prior to movement onset while the blue circles correspond to movement onset
jpeg011-Figure3-1.png,a accuracy of three classifiers that aim to classify the motor choice from neural activity prior to during and after movement onset b accuracy of three classifiers that aim to classify the overrepresented color from neural activity prior to during and after stimulus presentation bold lines are the mean shaded area represents the standard error across the 10 folds
jpeg011-Figure4-1.png,projection of neural data onto the first two components pc1 and pc2 for different time points across the trial for the first data fold each point corresponds to a single trial the color of the point corresponds to the reach direction note that the color labels switch because the sign is non identifiable
jpeg011-Figure5-1.png,classifier accuracy for kernelized svm and logistic regression with inputs projected onto the first 5 10 or 101 principal components for a short reaction times and b slow reaction times pale colors correspond to decoders that use pca processed inputs
jpeg011-Figure6-1.png,the histograms show the decoding accuracy of logistic regression classifiers that use single neuron activity 101 classifiers in total the plots on the right show the decoding accuracy of a decoding using 1 neuron 2 neurons 3 neurons etc the numbers correspond to how the neurons are labeled in the data labeled in chronological order the dotted line gives the mean decoding accuracy when using full population data
jpeg011-Figure7-1.png,observing how well decoders from specific times perform across other times in the trial grey movement onset decoder red pre movement movement decoder dark purple green optimal decoder from figure 3a top row results for short rt bottom row results for long rt
jpeg012-Figure4-1.png,observed images at different time steps k
jpeg012-Figure5-1.png,classification accuracy averaged over 20 simulations
jpeg012-Figure3-1.png,the initial observation and the fitted trajectories
jpeg012-Figure2-1.png,the trajectory codebook used in the simulation
jpeg012-Figure1-1.png,bayesian network structure of the trajectory classification problem
jpeg013-Figure4-1.png,thresholding the normalized fat signal dataset gives a binary mask corresponding to voxels to be associated with fat based tissues
jpeg013-Figure5-1.png,the water and fat features were combined to provide a binary mask to encourage the separation of tissue voxels from background noise
jpeg013-Figure8-1.png,the median intensity value over each region in was assigned to every voxel within that region to promote uniform classification by region and voxel intensity
jpeg013-Figure6-1.png,each connected region in the volume was assigned a unique integer label the labels were then normalized to a maximum value of one
jpeg013-Figure7-1.png,thresholding out the largest of the regions leaves a fair estimate of voxel regions expected to relate to the connective tissues class
jpeg013-Figure12-1.png,the k means algorithm produces an integer labeled mapping of the dataset a 2d slice of the labeled tissues with each tissue class represented by a different grayscale value is provided in order of increasing whiteness the classes are background black fat muscle skin and connective tissue white
jpeg013-Figure1-1.png,selected slice from the water only dataset gray levels closer to white indicate a stronger water signal at that pixel
jpeg013-Figure3-1.png,thresholding the normalized water signal dataset gives a binary mask corresponding to voxels to be associated with waterbased tissues
jpeg013-Figure2-1.png,selected slice from the fat only dataset gray levels closer to white indicate a stronger fat signal at that pixel
jpeg013-Figure10-1.png,the convolution described in eqn 3 produces a volume with local horizontal gradients represented by voxel intensity
jpeg013-Figure9-1.png,taking a weighted logarithm of the vertical voxel locations enforces the prior expectation regarding the spatial distribution of abdominal tissues
jpeg014-Figure4-1.png,sample spds at bytes and the circle
jpeg014-Figure5-1.png,variance explained vs of principal components
jpeg014-Figure3-1.png,sample mfccs at bytes and the circle
jpeg014-Figure6-1.png,rains vs tressider using the first 3 pcs
jpeg014-Figure7-1.png,oval vs circle using the first 3 pcs
jpeg014-Figure11-1.png,human confusion matrix
jpeg014-Figure10-1.png,confusion matrix with balanced classes
jpeg014-Figure9-1.png,overall confusion matrix
jpeg014-Figure1-1.png,system block diagram
jpeg014-TableII-1.png,classifier comparison
jpeg014-Figure8-1.png,error vs number of subsamples
jpeg016-Figure2-1.png,num words remaining vs threshold for words to be removed
jpeg016-Figure1-1.png,correlation plot of features conditional on 100 000 closing price bucket
jpeg016-Figure4-1.png,residual plot on the testing set
jpeg016-Figure5-1.png,boxplot for residuals on the testing set
jpeg016-Figure3-1.png,normal distribution of residuals on the test set
jpeg016-Figure6-1.png,histogram to show assymetry in residuals for price ranges 300 000 to 400000
jpeg017-Figure5-1.png,mean average precision using different values of k for our kernel methods the algorithms are numbered in order of discussion in this section
jpeg017-Figure4-1.png,pearson correlation matrix for the processed features
jpeg017-Figure3-1.png,mean average precision using different values of k for our baseline methods
jpeg017-Figure2-1.png,the distribution of the target hotel clusters
jpeg017-Figure6-1.png,precision recall f1 and map5 scores for each algorithm across the chosen subset of the data map5 refers to mean average precision over 5 recommendations
jpeg017-Figure1-1.png,threedimensional pca plot of the three most popular hotel clusters each is given a different color
jpeg018-Figure1-1.png,two possible realizations of a deltaic reservoir obtained using direct sampling highlighted portions show how the two realizations are different from each other
jpeg018-Figure3-1.png,a 3 3 filter for cell similar filters are used for remaining grid cells
jpeg018-Figure2-1.png,two possible realizations of a stone wall obtained using direct sampling
jpeg018-Figure5-1.png,left a 1d patch is shown in orange all the highlighted cells have a common filter right simulation result after training filters constant in patches
jpeg018-Figure4-1.png,simulations of the two scenarios using the trained filters
jpeg019-Figure4-1.png,training data top row 10cm cylindrical water phantom with of 2cm calcium inserts testing data 7 1x7 1cm water phantom with 1 4x1 4cm calcium inserts
jpeg019-Figure3-1.png,schematic diagram of neural network
jpeg019-Figure2-1.png,schematic diagram of the process for calculating the input of the neural network model
jpeg019-Figure5-1.png,empirical error on the hold out cross validation set left and average absolute thickness of calcium middle and water right
jpeg019-Figure6-1.png,the results of network with one hidden layer number of elements of hidden layer 13 left and with two hidden layers number of elements in each hidden layer 3 ë 0 01 right
jpeg019-Figure1-1.png,example comparison of spectra incident on detector blue and spectra detected after pulse pileup effect green no object is placed in the x ray beam path left and 9cm of water and 1 cm of calcium are placed right
jpeg021-Figure5-1.png,network packet types in nsl kdd dataset
jpeg021-Figure6-1.png,normalized log likelihood of attack types vs number of timesteps
jpeg021-Figure1-1.png,example of mdp controller controller has actions ai and ah action ai encodes the action space of the ids i e whether to pass or drop a packet action ah encodes the action space of the host i e whether to wait for a packet or reset 5
jpeg021-Figure4-1.png,markov adversary model
jpeg021-Figure3-1.png,naive bayes adversary model
jpeg021-Figure2-1.png,naive bayes network packet model
jpeg021-Figure8-1.png,raw log likelihood of attack types vs number of timesteps
jpeg021-Figure7-1.png,log likelihood for malicious and normal packets for different attack types vs number of timesteps
jpeg021-Figure9-1.png,svm validation accuracy for predicting malicious data
jpeg023-Figure4-1.png,red and blue content of all pixels in a sample image blue points were categorized by the em algorithm as background and red points were categorized as jelly contour lines for the two probability distributions are also shown
jpeg023-Figure5-1.png,image segmentation methods a raw image b jelly segmented using a grayscale threshold c jelly segmented using em based technique
jpeg023-Figure3-1.png,the orientation is bucketed into one of 14 categories 1 12 for the in plane angle from vertical and 13 14 for the 3d out of plane angle
jpeg023-Figure2-1.png,jelly orientation a manual estimate of the jelly s orientation is shown in red the estimated orientation for this example is 44 category 2 with a depth of 0
jpeg023-Figure8-1.png,test images confusion matrix
jpeg023-Figure6-1.png,50 strongest features found by the surf algorithm a jelly image with tentacles b jelly image with tentacles removed
jpeg023-Figure7-1.png,training images confusion matrix
jpeg023-Figure1-1.png,sample paraphyllina image mbari
jpeg024-Figure1-1.png,an example of input data
jpeg024-Table1-1.png,selected input and target features
jpeg024-Figure2-1.png,performance of different classifiers
jpeg024-Figure3-1.png,comparison of performance performance of dts regression of different classifiers for rate prediction
jpeg024-Figure5-1.png,relative importance of different input featuers
jpeg027-Figure8-1.png,the results of k 2 ward hierarchical clustering using euclidean distance on the pca squiggle set we then projected the clusters onto the first two linear discriminant functions
jpeg027-Figure7-1.png,the presence of 4 clusters may imply the existence of 4 distinct sources which may be further investigated by the seti team
jpeg027-Figure4-1.png,significance features from the different models
jpeg027-Figure5-1.png,silhouette scores from different methods
jpeg027-Figure3-1.png,the roc curve of the logistic family smooths out at the top bend resulting in a higher auc metric the roc curve of tree based methods is less smooth
jpeg027-Figure6-1.png,principal components visualizations for different clustering schemes
jpeg027-Figure1-1.png,squiggle spectrograms
jpeg027-Figure2-1.png,non squiggle spectrograms
jpeg028-Figure1-1.png,2152 decline curves used to learn to predict production in the future
jpeg028-Figure2-1.png,high productivity good fit upper left high productivity bad fit upper right
jpeg028-Figure4-1.png,predicted curves with l known months increasing for a bad fitting error vs l
jpeg028-Figure3-1.png,predicted curves with l known months increasing for a good fitting error vs l
jpeg028-Figure5-1.png,high productivity good fit upper left high productivity bad fit upper right
jpeg028-Figure6-1.png,decline curves in the high productivity wells left and the low productivity wells right
jpeg028-Figure8-1.png,errors of three methods calculated from leave one out cross validation
jpeg028-Figure7-1.png,high productivity good fit upper left high productivity bad fit upper right
jpeg029-TableV-1.png,linear discriminant analysis results
jpeg029-TableII-1.png,medicare gov estimator results
jpeg029-TableIII-1.png,hrr baseline estimator results
jpeg029-Figure1-1.png,training test set deviance and most important features for hrr baseline estimator regression
jpeg029-TableIV-1.png,hrr regression results
jpeg029-Figure2-1.png,training test set deviance and most important features for hrr regression
jpeg029-Figure8-1.png,gradient boosting learning curve produced from hospital level data with training sets of varying sizes
jpeg029-Figure7-1.png,svm learning curve produced from hospital level data with training sets of varying size
jpeg029-Figure4-1.png,hospital level data projected onto two dimensions using pca
jpeg029-Figure5-1.png,hospital level data projected onto two dimensions using various manifold learning techniques
jpeg029-TableVI-1.png,hospital regression results
jpeg029-Figure3-1.png,training test set deviance and most important features for hospital level regression
jpeg029-Figure6-1.png,linear regression learning curve produced from hospital level data with training sets of varying size
jpeg029-TableVII-1.png,dahc hospital level k means clusters
jpeg029-TableI-1.png,raw data files
jpeg030-Figure2-1.png,fig 1
jpeg030-Figure5-1.png,fig 5b
jpeg030-Figure9-1.png,fig 9a
jpeg031-Figure4-1.png,dropout probability versus test auroc
jpeg031-Figure3-1.png,example hyperparameter tuning plots for single motif embedding
jpeg031-Figure2-1.png,single motif embedding data needs
jpeg031-Figure8-1.png,deeplift interpretation sequence logos multi task classification problem
jpeg031-Figure1-1.png,tal1 encode transcription factor motif depicted as sequence logo
jpeg031-Figure5-1.png,multi motif embedding encode motif sequence logos
